Unnamed: 4,Unnamed: 8,Unnamed: 9,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
14084,I.P.E.M. Nº 178 AMERICA LATINA ANEXO SAN JOAQUIN,RUTA PROVINCIAL N° 27   SAN JOAQUIN,,,,1
14035,INSTITUTO DE ENSEÑANZA MEDIA JOVITA,GENERAL PAZ 165  JOVITA,,,,1
14035,ESCUELA SAN LUIS,TUCUMAN 225  MATTALDI,,,1,
14035,DEAN FUNES,CALLE PUBLICA S/N°   DE LA SERNA P/DEL CAMPILLO,,1,1,
14035,J.DE INF. JOSE MARIA PAZ,JOSE MARIA PAZ 412 ENRIQUE COOK DEL CAMPILLO,,1,,
14035,ESCUELA JUAN JOSE PASO,MARIANO MORENO   NICOLAS BRUZONE,,,1,
14014,I.P.E.T. Nº 251 GUARNICION AEREA CORDOBA,AV. FUERZA AEREA KM 6 1/2  AERONAUTICO B° AERONAUTICO,,,,1
14014,I.P.E.T. Nº 250 DR. JUAN BIALET MASSE,AV. ARMADA ARGENTINA 287 LAS FLORES B° LAS FLORES,,,,1
14035,ESCUELA OTILIA FERNANDEZ DE TOVAGLIARI,GUEMES 220 ESTE JOVITA,,,1,
14035,INSTITUTO NICASIA ZEBALLOS DE BAIGORRIA,CORDOBA 434  ITALO,,,,1
14035,NARCISO LAPRIDA,CALLE PUBLICA S/N    RANQUELES,,1,1,
14035,ESCUELA DOCTOR BENJAMIN DUPONT,LAVALLE 186  ITALO,,,1,
14154,MIGUEL DE AZCUENAGA,CALLE PUBLICA   SAN MIGUEL P/SAN FRANCISCO DEL CHAÑAR,,1,1,
14154,LUIS GORJON ALVAREZ,CALLE PUBLICA   EL RODEITO POR SAN FRANCISCO DEL CHAÑAR,,1,1,
14119,ESCUELA CONGRESO DE TUCUMAN,SAN MARTIN 1176  RIO SEGUNDO,,,1,
14119,I.P.E.M. Nº 156 JOSE MANUEL ESTRADA,BELGRANO 1420  RIO SEGUNDO,,,,1
14119,I.P.E.M. N° 156 JOSE MANUEL ESTRADA - ANEXO PASO DE VELEZ -,CALLE PUBLICA S/N    PASO DE VELEZ P/ PILAR,,,,1
14175,CURA BROCHERO,CALLE PUBLICA   LAS MARAVILLAS P/LAS ARRIAS,,,1,
14021,ESCUELA DR. PABLO RUEDA,AV. UMBERTO ILLIA 585 CENTRO RUTA A 74 KM 27,,,1,
14021,ESCUELA GRUPO DE ARTILLERIA AEROTRANSPORTADA 4,PEDRO COLOMBO 58 SANTA ELENA COLONIA TIROLESA - RUTA A 74 KM 22,,,1,
14021,ESCUELA JOSE INGENIEROS,25 DE MAYO   CAMINO A RIO CHICO P/EST.CNIA.TIROLESA,,,1,
14021,ESCUELA PATRICIAS ARGENTINAS,CALLE PUBLICA S/N    LAS CHACRAS P/ COLONIA TIROLESA-RUTA 74 KM 14,,,1,
14175,I.P.E.T. Nº 125 LIDIA PURA BENITEZ,9 de Julio   Ruta Provincial 16,,,,1
14063,INSTITUTO JOSE MANUEL ESTRADA,CATAMARCA 326  GUATIMOZIN,,,,1
14063,ESCUELA DR. DALMACIO VELEZ SARSFIELD,AVENIDA CORDOBA 324 CENTRO GUATIMOZIN,,,1,
14063,ESCUELA JERONIMO LUIS DE CABRERA,ENTRE RIOS NORTE S/N  PEIRANO GUATIMOZIN,,,1,
14063,CENTRO DE CAPACITACION AGROTECNICA TOMAS THOMAS,CORDOBA 138 CENTRO CAVANAGH,,,,1
14063,JOSE MANUEL ESTRADA,CALLE PUBLICA S/N    CAMPO SANTA FLORINDA,,1,1,
14063,ESCUELA PROVINCIA SANTIAGO DEL ESTERO,SARMIENTO 600 CENTRO ISLA VERDE,,,1,
14063,JOSE MARMOL,CALLE PUBLICA S/N   COLONIA ISLA VERDE P/ISLA VERDE,,1,1,
14063,ESCUELA DOMINGO FAUSTINO SARMIENTO,CALLE N°5   COLONIA BARGE,,,1,
14063,JOSE PUJOL (EX NAC. Nº 401),CALLE PUBLICA S/N   ESTANCIA LAS CORTADERAS - COLONIA ISLA VERDE P/ISLA VERDE,,1,1,
14063,GENARO TRAVAGLINI,CALLE PUBLICA S/N   COLONIA LOS ALFALFARES P/GUATIMOZIN,,1,1,
14063,NICOLAS MASSARO (EX NAC. Nº 478),CALLE PUBLICA S/N°   COLONIA REGENSBURGER P/ISLA VERDE,,1,1,
14063,ESCUELA ISLAS MALVINAS,CALLE PUBLICA   CNIA MARIA GODEKEN P/COLONIA ITALIANA(17 KM. P/TIERRA),,,1,
14063,INSTITUTO PARROQUIAL MONSEÑOR LUIS KLOSTER,LIBERTAD 446 CENTRO ISLA VERDE,,,,1
14133,ESCUELA RICARDO GUIRALDES,CALLE PUBLICA S/N  LOS MOLLES LOS MOLLES,,1,1,
14133,MANUEL BELGRANO,CALLE PUBLICA S/N   DIQUE MEDINA ALLENDE P/ VILLA DE LAS ROSAS,,,1,
14133,ESCUELA CARLOS GUIDO SPANO,CALLE PUBLICA   EL VALLE P/VILLA LAS ROSAS,,,1,
14133,ESCUELA NIÑAS DE AYOHUMA,CALLE PUBLICA   QUEBRADA DE LOS POZOS P/RUTA PROV.N°14,,,1,
14133,INSTITUTO VILLA DE LAS ROSAS,BELGRANO S 350 CENTRO VILLA DE LAS ROSAS,,,,1
14133,J.DE INF. MANUEL BELGRANO,CALLE PUBLICA S/N  PARQUE VILLA DOLORES,,1,,
14133,J.DE INF. MANUEL BELGRANO ANEXO LOS ROMEROS,CALLE PUBLICA   LOS ROMEROS,,1,,
14042,J.DE INF. BERNARDINO RIVADAVIA,RAMOS MEJIA 1976 SAN JUSTO VILLA MARIA,,1,,
14014,ESCUELA GENERAL MANUEL DE ESCALADA,CALLE PUBLICA S/N°  LA CARBONADA B° LA CARBONADA (RUTA 9 SUR KM 685 P/CNO.PROV.N°4),,,1,
14014,ESCUELA REPUBLICA DE COSTA RICA,CERRO AZUL S/N°  25 DE MAYO B° 25 DE MAYO ( RUTA 9 SUR KM 8 1/2),,,1,
14021,INST. SUP. NUESTRA SEÑORA DE LAS MERCEDES,AZOPARDO 200 CENTRO UNQUILLO,,,,
14014,J.DE INF. CORONEL OLMEDO,PASCUAL RUIZ HUIDOBRO S/N°  CORONEL OLMEDO B° CORONEL OLMEDO,,1,,
14014,I.P.E.M. Nº 124 ADELA ROSA OVIEDO DE DE LA VEGA,BENJAMIN VICTORICA S/N°  CORONEL OLMEDO B°CORONEL OLMEDO,,,,1
14014,ESCUELA LIBERTADOR GENERAL SAN MARTIN,SANTIAGO MORALES 4400 FERREYRA B° FERREYRA (CERCA DEL CAMINO INTERFABRICA E INTERSECCION CON RUTA NACIONAL N°9),,,1,
14014,ESCUELA CORONEL OLMEDO,JACINTO DE ALTOLAGUIRRE 4060 CORONEL OLMEDO B° CORONEL OLMEDO,,,1,
14014,ESCUELA PROFESOR MIGUEL LUCIANI,AV. 11 DE SETIEMBRE 4451 RAMON J. CARCANO ,,,1,
14014,J.DE INF. JUAN RAMON JIMENEZ,PASAJE ERNESTO GUASTONI 3472 BRIGADIER SAN MARTIN B° BRIGADIER SAN MARTIN,,1,,
14014,J.DE INF. TTE. GRAL. PABLO RICCHIERI,TALACASTO 5669 VILLA BUSTOS B° VILLA BUSTOS,,1,,
14014,INSTITUTO DEAN FUNES,BV.CANGALLO 1888 1º DE MAYO B° 1 DE MAYO,,,,1
14014,ESCUELA FRAY JUSTO SANTA MARIA DE ORO,CALLAO 2320 1º DE MAYO B° 1º DE MAYO,,,1,
14014,ESCUELA TENIENTE GENERAL PABLO RICCHIERI,BENJAMIN VIEL 2387 VILLA BUSTOS B° VILLA BUSTOS,,,1,
14014,J.DE INF. PADRE DIEGO DE TORRES,NONDOLMA 1660 GUAYAQUIL Bº GUAYAQUIL,,1,,
14014,J.DE INF. ARISTOBULO DEL VALLE,ROBERTO LEVILLIER 1648 TALLERES ESTE ,,1,,
14021,J.DE INF. DOMINGO FAUSTINO SARMIENTO,BELGRANO 711 CENTRO LA CALERA,,1,,
14021,J.DE INF. DR. JUAN JOSE PASO,SPANGEMBERG 808 25 DE MAYO LA CALERA,,1,,
14175,ESCUELA FRANCISCO N. LAPRIDA,FACUNDO QUIROGA 564 CENTRO SAN JOSE DE LA DORMIDA,,,1,
14014,I.P.E.M. Nº 39 DON BOSCO,JOSE VESPIGNANI 251 DON BOSCO B°DON BOSCO,,1,1,1
14175,JUAN BAUTISTA AZOPARDO,CALLE PUBLICA S/N    LAS MASITAS OESTE P/LAS ARRIAS,,,1,
14175,ESCUELA OBISPO OLEGARIO CORREA,REAL   VILLA TULUMBA,,,1,
14014,COLEGIO ISRAELITA GRAL. SAN MARTIN,AV. DUARTE QUIROS 4850 LAS PALMAS B° LAS PALMAS,,,1,
14140,J.DE INF. MARIANO MORENO,ALMIRANTE BROWN S/Nº   LA PAQUITA,,1,,
14014,INSTITUTO SUPERIOR DEL PROFESORADO TECNOLOGICO,AGUSTIN GARZON  1255 SAN VICENTE B° SAN VICENTE,,,,
14014,COLEGIO DE MARIA,DAVID LUQUE 560 GENERAL PAZ B° GENERAL PAZ(AL FRENTE CLINICA REINA FABIOLA),,1,1,
14014,ESCUELA DOCTOR RAMON J. CARCANO,GRAL.JUAN JOSE VIAMONTE 446 GENERAL PAZ B° GENERACENTRO CULTURAL GRAL. PAZ,,,1,
14175,ADELINA ROMERO DE JUAREZ,CALLE PUBLICA   OJO DE AGUA P/VILLA TULUMBA,,1,1,
14175,GENDARME RAUL CUELLO,CALLE PUBLICA S/N    LAS JUNTAS,,1,1,
14175,ESCUELA MANUEL BELGRANO,9 DE JULIO S/N   SAN PEDRO NORTE,,,1,
14063,ESCUELA JOSE MANUEL ESTRADA,SARMIENTO 402  MONTE BUEY,,,1,
14063,ESCUELA MANUEL BELGRANO,9 DE JULIO 351  MONTE BUEY,,,1,
14021,ESCUELA TTE. CNEL. JORGE ROBERTO IBARZABAL,JOSE HERNANDEZ 99 INDUSTRIAL LA CALERA,,,1,
14021,INSTITUTO DE ENSEÑANZA DOMINGO F. SARMIENTO - Nivel Medio y Tecnico,BELGRANO 711 CENTRO LA CALERA,,,,1
14021,COLEGIO DOMINGO FAUSTINO SARMIENTO,BELGRANO 711 CENTRO LA CALERA,,,1,
14021,I.P.E.T. y M. Nº 73 MARGARITA WEILD DE PAZ,REPUBLICA DE CHILE 796 MINETTI III° SECCION LA CALERA,,,,1
14021,ESCUELA DR. JUAN JOSE PASO,AV. SAN MARTIN 772 CENTRO LA CALERA,,,1,
14021,INST. SUP. DOMINGO FAUSTINO SARMIENTO,BELGRANO 711 CENTRO LA CALERA,,,,
14014,ESCUELA MIGUEL RODRIGUEZ DE LA TORRE,LA GRANJA 3199 ALTO VERDE B° ALTO VERDE,,,1,
14014,ESTADO DE LIBIA,AV. COLORADO ESQ. GAIMAN  CABILDO B° CABILDO,,1,1,
14014,ESCUELA DOCTOR BENITO SORIA,BARBADOS Y HAITI  VICOR B° VICOR (DETRAS DE PLANTA RENAULT ARGENTINA-SANTA ISABEL,,,1,
14014,I.P.E.M. Nº 43 PTE. HIPOLITO YRIGOYEN,BRANDSEN 47 SAN MARTIN B° SAN MARTIN(ENTRE M.GARCIA Y C.BARROS),,,,1
14014,I.P.E.M. Nº 35 RICARDO ROJAS,JAVIER LOPEZ 2050 ALTOS DE VILLA CABRERA B° ALTOS DE VILLA CABRERA,,,,1
14014,I.P.E.M. Nº 183 PEDRO B. PALACIOS,REALICO 2407 CONGRESO ESQ.VILLA DOLORES,,,,1
14014,INSTITUTO TECNICO RENAULT,COLONIA IMPIRA 6000 SANTA ISABEL B° SANTA ISABEL,,,,1
14021,ESCUELA LA SANTA MARIA,HORACIO ADRIAN METAYER S/N  LA CORINA CAMPO METAYER(Desde Ruta 9 Norte se ingresa por la calle paralela al Canal Maestro 15-hacia el Este),,,1,
14091,COLEGIO SAN JOSE,JUAN XIII 39 EL DIQUECITO TANTI,,1,1,
14014,I.P.E.T. Nº 57 COMODORO MARTIN RIVADAVIA,25 DE MAYO 1500 GENERAL PAZ B° GENERAL PAZ,,,,1
14007,INSTITUTO ALEMAN,LA TABLADA  CENTRO VILLA GENERAL BELGRANO - HOTEL EDELWEISS,,,,1
14182,ESCUELA ROSARIO VERA PEÑALOZA,AV. FUERZA AEREA ARGENTINA 278 CENTRO BENJAMIN GOULD,,,1,
14119,ESCUELA JERONIMO LUIS DE CABRERA,SAN MARTIN S/N°   IMPIRA,,,1,
14119,ESCUELA MANUEL BELGRANO,JOSE HERNANDEZ 40  CALCHIN OESTE,,,1,
14014,ESCUELA JOSE MANUEL ESTRADA,AV. BERNARDO O'HIGGINS KM 8   VILLA SAN CARLOS B° VILLA SAN CARLOS,,,1,
14182,ESCUELA DOCTOR DALMACIO VELEZ SARSFIELD,VELEZ SARSFIELD 499 SAN VICENTE BELL VILLE,,,1,
14182,INSTITUTO SAN JOSE,BV. FIGUEROA ALCORTA 40 CENTRO BELL VILLE,,,,1
14147,INST. ANGLO AMERICANO,BV. CARLOS PELLEGRINI 637 PELLEGRINI ALTA GRACIA,,,,1
14140,INSTITUTO DR. DALMACIO VELEZ SARSFIELD,BERNARDO ERB 382  ARROYITO,,,,
14140,J.DE INF. HIPOLITO BOUCHARD,CORDOBA 1393 BOUCHARD SAN FRANCISCO,,1,,
14161,INST. SUP. CATALINA CAVIGLIA DE VISCA,COLON 130 CENTRO OLIVA,,,,1
14161,COLEGIO CATALINA C. DE VISCA,COLON 130 CENTRO OLIVA,,1,1,
14119,COLEGIO PARROQUIAL SAN LUIS GONZAGA,MEXICO Y URUGUAY  INT. FRANCISCO MARTINEZ RIO SEGUNDO,,,1,
14014,INSTITUTO NUESTRA SEÑORA DE LA MERCED,ZELAYA 140 SAN MARTIN B° SAN MARTIN,,,,1
14014,ESCUELA PROVINCIA DE MISIONES,LUIS ANGEL FIRPO 2254 ANA MARIA ZUMARAN B° ANA MARIA ZUMARAN,,,1,
14035,J.DE INF. DOMINGO FAUSTINO SARMIENTO,ROQUE SAENZ PEÑA 244 CENTRO JOVITA,,1,,
14063,ESCUELA DOMINGO F. SARMIENTO,LEANDRO N.ALEM 574 SAN CAYETANO ESTE ALEJO LEDESMA,,,1,
14105,JOSE MANUEL ESTRADA,MALVINAS ARGENTINAS   ESQUINA,,,1,
14105,J.DE INF. JOSE GABRIEL BROCHERO,MITRE Y DEAN FUNES   SANTA ROSA DE RIO PRIMERO,,1,,
14105,J.DE INF. JOSE GABRIEL BROCHERO - ANEXO EL CRISPIN,CALLE PUBLICA   EL CRESPIN P/STA.ROSA DE RIO I°,,1,,
14014,INSTITUTO SEC. PQUIAL. MONSEÑOR FERMIN LAFITTE,Bv. Los Granaderos 1632 LOS PARAISOS B° LOS PARAISOS,,,,1
14063,INSTITUTO SAGRADO CORAZON DE JESUS,ARISTOBULO DEL VALLE 550  CAMILO ALDAO,,,,1
14014,INSTITUTO SEC. BRIG. MAYOR JUAN I. SAN MARTIN,MARIMON S/N°  ARGUELLO NORTE B° ARGUELLO NORTE,,,,1
14014,ESCUELA GOBERNADOR JUSTO PAEZ MOLINA,JOAQUIN MONTAÑA 1350 VILLA  AZALAIS B° VILLA AZALAIS,,,1,
14063,ESCUELA ESTEBAN DE LUCA,CALLE PUBLICA S/N    COLONIA JERUSALEN (RUTA Nº6) P/INRIVILLE,,1,1,
14063,I.P.E.T.y M. Nº 59. 25 DE MAYO,INTENDENTE M. MUÑOZ 117 LIBERTAD CRUZ ALTA,,,,1
14098,I.P.E.A. Nº 1 INGENIERO AGRONOMO LUCIANO ALMIRON,AV. AUGUSTO CACCIAVILLANI 56  MALENA,,,,1
14014,COLEGIO ALEMAN,AV. RECTA MARTINOLI 6230 ARGUELLO Bº ARGUELLO,,,1,
14014,COLEGIO FASTA SANTO DOMINGO DE GUZMAN,DOMINGO ZIPOLI 915 ESCOBAR B° ESCOBAR,,,1,
14063,J.DE INF. MARIANO MORENO,MANUEL BELGRANO 161  INRIVILLE,,1,,
14021,COLEGIO CINCO RIOS,AVENIDA PADRE LUCHESSE KM 2   VILLA ALLENDE,,,1,
14014,COLEGIO GABRIEL TABORIN,AVENIDA AMADEO SABATTINI 359 CRISOL NORTE B°CRISOL NORTE,,,1,
14014,COLEGIO PARROQ. SANTO CRISTO,DOMINGO FUNES 1180 OBSERVATORIO ,,,1,
14014,COLEGIO ADOLFO BIOY CASARES (EX-CKARY CAY),PEREDO 1572 CUPANI B° CUPANI,,1,1,
14014,COLEGIO SAN PABLO APOSTOL,ASTURIAS 1935 COLON B° COLON,,,1,
14021,J.DE INF. DR. DALMACIO VELEZ SARSFIELD,SARMIENTO 100 CENTRO UNQUILLO,,1,,
14021,J.DE INF. DR. PABLO RUEDA,OMBU  VILLA ANI MI ESQUINA CHAÑAR,,1,,
14021,J.DE INF. DR. PABLO RUEDA - ANEXO LOS MOLLES,CALLE PUBLICA   LOS MOLLES P/CNO.VIEJO A ESTACION CAROYA,,1,,
14014,ESCUELA ING. REGINO M. MADERS,CHIRINO DE POSADAS 5400 SAN FELIPE ,,,1,
14014,ESCUELA JOSE LUIS SERSIC ,PEREZ CORREA 1500 MARQUES DE SOBREMONTE-ANEXO B° MARQUES DE SOBREMONTE-ANEXO,,,1,
14021,ESCUELA GRAL. JOSE DE SAN MARTIN,JUAN RAMON GIMENEZ Y SUCRE  STOECKLIN LA CALERA,,,1,
14161,J.DE INF. REYES CATOLICOS,MARTIN DE GUEMES 133  PAMPAYASTA SUR,,1,,
14161,J.DE INF. GENERAL BARTOLOME MITRE,MITRE 217  GRAL.FOTHERINGHAM,,1,,
14161,J.DE INF. ARMANDO ROTULO,BLAS PARERA S/N°  CERINO RIO TERCERO,,1,,
14133,ESCUELA SOLDADO HERMINDO LUNA,INDEPENDENCIA 790 9 DE JULIO VILLA DOLORES,,,1,
14126,J.DE INF. POLICIA FEDERAL ARGENTINA,LOS CEIBOS Y LA CALENA  SANTA ANA MINA CLAVERO,,1,,
14126,J.DE INF. JOSE GABRIEL BROCHERO,PEDRO MIRANDA 290 CURA GAUCHO VILLA CURA BROCHERO,,1,,
14126,J.DE INF. JOSE GABRIEL BROCHERO - ANEXO BAJO DE CORRALES,RUTA 15 S/N°   BAJO DE CORRALES,,1,,
14126,J.DE INF. JOSE GABRIEL BROCHERO - ANEXO PANAHOLMA,CALLE PUBLICA S/N°   PANAHOLMA,,1,,
14182,J.DE INF. DR. DALMACIO VELEZ SARSFIELD,VELEZ SARSFIELD 469 SAN VICENTE BELL VILLE,,1,,
14140,J.DE INF. INT. DR. RAUL G. VILLAFAÑE,PARAGUAY SUR 3695 CIUDAD SAN FRANCISCO,,1,,
14140,J.DE INF. MARINA MARIA M. FAVA DE ESTEBAN,INDEPENDENCIA (S) 3950 INDEPENDENCIA SAN FRANCISCO,,1,,
14014,J.DE INF. PROVINCIA DE MISIONES,LULLIO S/N°  ANA MARIA ZUMARAN B° ANA MARIA ZUMARAN,,1,,
14014,J.DE INF. PROVINCIA DE FORMOSA,RODRIGUEZ PEÑA 1548 ALTA CORDOBA B° ALTA CORDOBA,,1,,
14014,J.DE INF. LEOPOLDO LUGONES,LARTIGAU LESPADA 3050 POETA LUGONES ,,1,,
14014,J.DE INF. 9 DE JULIO,JOSE A. CABRERA 5015 DEAN FUNES ,,1,,
14014,J.DE INF. REPUBLICA DE COSTA RICA,CALLE PUBLICA S/N°  25 DE MAYO B° 25 DE MAYO ( RUTA 9 SUR KM 8 1/2),,1,,
14140,ESCUELA HIPOLITO BOUCHARD,E.J.CARRA 1873 BOUCHARD SAN FRANCISCO,,,1,
14119,J.DE INF. JERONIMO LUIS DE CABRERA,EUFRONIO LUDUEÑA   IMPIRA,,1,,
14119,J.DE INF. MARIA JOSEFA GONZALEZ CASERO,25 DE MAYO   PILAR,,1,,
14119,J.DE INF. MANUEL BELGRANO,JOSE HERNANDEZ 98  CALCHIN OESTE,,1,,
14091,J.DE INF. AERONAUTICA ARGENTINA,OCAMPO Y ROMAN DEHEZA  LA LOMITA LA FALDA,,1,,
14112,LEOPOLDO DIAZ,CALLE PUBLICA S/N   LA ESTANCIA,,,1,
14112,JUSTA MONTENEGRO DE PATIÑO,CALLE PUBLICA S/N°   LA PENCA P/ RUTA 9 KM 909,,1,1,
14112,RICARDO ROJAS,CALLE PUBLICA   LA VICTORIA (O) P/SEBASTIAN EL CANO,,1,1,
14112,DOMINGO FAUSTINO SARMIENTO,CALLE PUBLICA   EL MOJON P/SEBASTIAN EL CANO,,,1,
14126,LUCILA QUEVEDO GATICA DE ROQUE,CALLE PUBLICA   EL HUAYCO,,,1,
14147,J.DE INF. GOBERNADOR AMADEO SABATTINI,ARTURO ZANICHELLI  GOBERNADOR AMADEO SABATTINI ALTA GRACIA,,1,,
14147,J.DE INF. JOSE MARIA PAZ,CHILE 1175 CAMARA ALTA GRACIA,,1,,
14147,J.DE INF. FRENCH Y BERUTTI,ANTONIO BERUTTI S/N   RAFAEL GARCIA,,1,,
14007,J.DE INF. ROQUE SAENZ PEÑA,CAMIARE   VILLA AMANCAY,,1,,
14147,J.DE INF. GENERAL BELGRANO,SAN AGUSTIN S/N°   LA SERRANITA,,1,,
14007,J.DE INF. ESTHER SANCHEZ DE ROUVIERE,INGENIERO CASSAFOUTH S/N°  VILLA IRUPE EMBALSE P/CAMINO A LA LOCALIDAD SEGUNDA USINA,,1,,
14063,J.DE INF. DOMINGO FAUSTINO SARMIENTO,JOSUE RODRIGUEZ 267 CENTRO OESTE ALEJO LEDESMA,,1,,
14070,J.DE INF. CDTE. ROSENDO LEAL,CESAR MANUEL VERA   CIENAGA DEL CORO,,1,,
14070,J.DE INF. CTE. ROSENDO LEAL - ANEXO LA PLAYA,CALLE PUBLICA   LA PLAYA P/GUASAPAMPA,,1,,
14070,J.DE INF. CDTE.ROSENDO LEAL - ANEXO ESTANCIA DE GUADALUPE,CALLE PUBLICA   ESTANCIA DE GUADALUPE,,1,,
14070,J.DE INF. CTE. ROSENDO LEAL - ANEXO TOSNO,CALLE PUBLICA   TOSNO P/CIENAGA DEL CORO,,1,,
14070,J.DE INF. CDTE. ROSENDO LEAL - ANEXO ALTO SIERRA,CALLE PUBLICA   ALTO SIERRA - A 40 KM DE SAN CARLOS MINAS POR RUTA 15,,1,,
14042,J.DE INF. DOCTOR ARTURO M. BAS,FIGUEROA ALCORTA 155 LAS PLAYAS VILLA MARIA,,1,,
14182,J.DE INF. ROSARIO VERA PEÑALOZA,AV. FUERZA AEREA ARGENTINA 412 CENTRO BENJAMIN GOULD,,1,,
14133,COLEGIO PRIVADO EL MANANTIAL,ROMAN BASAIL 48 CENTRO VILLA DOLORES,,,1,
14014,COLEGIO GARCIA FAURE,JERONIMO LUIS DE CABRERA 834 ALTA CORDOBA B° ALTA CORDOBA,,,1,
14014,J.DE INF. M.E.D.E.A.-DEJAD LOS NIÑOS VENIR A MI,TOTORILLA (EX-PASAJE 5) 1565 VILLA EL LIBERTADOR B°VILLA EL LIBERTADOR,,1,,
14014,J.DE INF. NUESTRA SEÑORA DE FATIMA,AV RUFINO VARELA ORTIZ 2600 MATIENZO B° MATIENZO,,1,,
14014,J.DE INF. HAROLDO ANDENMATTEN,PEDRO ZANNI 950 ALTO ALBERDI B° ALTO ALBERDI,,1,,
14014,J.DE INF. NUESTRA SEÑORA DE LORETO,GILARDO GILARDI 1666 LOS NARANJOS Bº LOS NARANJOS,,1,,
14014,J.DE INF. SANTO DOMINGO DE GUZMAN,AV DOMINGO ZIPOLI 915 ESCOBAR B°ESCOBAR,,1,,
14014,J.DE INF. LUTERANO CONCORDIA,AV. SANTA ANA 2011 ALTO ALBERDI B° ALTO ABERDI,,1,,
14021,J.DE INF. NUESTRA SEÑORA DE LAS MERCEDES,AZOPARDO 200 CENTRO UNQUILLO,,1,,
14014,J.DE INF. ITALO ARG. DANTE ALIGHIERI,JOSE JAVIER DIAZ 481 SAN FERNANDO B°SAN FERNANDO,,1,,
14021,J.DE INF. PIO LEON,AVENIDA 28 DE JULIO 345  COLONIA CAROYA,,1,,
14119,J.DE INF. PUERTAS DEL SOL,BUENOS AIRES 750  ONCATIVO,,1,,
14014,J.DE INF. SOR MARIA ANTONIA DE PAZ Y FIGUEROA,NICOLAS DE ISASMENDI 2862 YOFRE NORTE B° YOFRE NORTE - Plaza Dr.Manuel Belgrano,,1,,
14014,J.DE INF. DOCTOR ANTONIO NORES,JULIO DE VEDIA 2355 SANTA CLARA DE ASIS B° SANTA CLARA DE ASIS,,1,,
14014,J.DE INF. CORAZON DE MARIA,ANTONIO DEL VISO 445 ALTA CORDOBA B° ALTA CORDOBA,,1,,
14042,J.DE INF. SAN ANTONIO,AV. AMADEO SABATTINI 141 CENTRO VILLA MARIA,1,1,,
14014,J.DE INF. SANTO CRISTO,DOMINGO FUNES 1180 OBSERVATORIO B°OBSERVATORIO,,1,,
14014,J.DE INF. NUESTRA SEÑORA,INCA MANCO 3450 JARDIN ESPINOSA Bº JARDIN ESPINOSA,,1,,
14140,J.DE INF. MANUEL BELGRANO,BV. BELGRANO 835 25 DE MAYO BRINCKMANN,,1,,
14014,J.DE INF. AMPARO DE MARIA,CASEROS 730 ALBERDI B° ALBERDI,,1,,
14014,JARDIN DE NIÑOS MUSICOS,ITUZAINGO  658 NUEVA CORDOBA B°NUEVA CORDOBA,,1,,
14042,J.DE INF. LA SANTISIMA TRINIDAD,VELEZ SARSFIELD 1072 CENTRO VILLA MARIA,,1,,
14161,MARIANO MORENO,CALLE PUBLICA S/N°   CAMPO BATTISTON (P/JAMES CRAIK),,1,1,
14105,J.DE INF. GRAL. JOSE DE SAN MARTIN,CORRIENTES 285  RIO PRIMERO,,1,,
14105,J.DE INF. MARIA C. C. DE ARGUELLO,DERQUI 686  DIEGO DE ROJAS,,1,,
14119,J.DE INF. ESTANISLAO DEL CAMPO,RUTA NACIONAL N°19 - Av. Gral. José de San Martín   LOS CHAÑARITOS P/RUTA NACIONAL N°19,,1,,
14014,J.DE INF. DOCTOR NICOLAS AVELLANEDA,CALLE PUBLICA S/N°  VILLA SAN CARLOS CNO. A SAN CARLOS KM 4 B° VILLA SAN CARLOS,,1,,
14014,J.DE INF. DR. CARLOS VAZ FERREIRA,FUENCARRAL  BELLA VISTA B° BELLA VISTA,,1,,
14014,J.DE INF. HEBE SAN MARTIN DE DUPRAT,BONN 4665 ESTACION FLORES B° ESTACION FLORES,,1,,
14014,J.DE INF. SAN JOSE DE CALASANZ,CALLE 28 ENTRE 15 Y 7  INAUDI ,,1,,
14014,J.DE INF. JOSE MANUEL ESTRADA,AV. BERNARDO O'HIGGINS KM. 8  VILLA SAN CARLOS B° VILLA SAN CARLOS,,1,,
14182,J.DE INF. JOSE HERNANDEZ,SAN MARTIN 151 CENTRO CANALS,,1,,
14182,J.DE INF. JOSE HERNANDEZ - ANEXO COLONIA BREMEN,AV. CORDOBA S/N   COLONIA BREMEN,,1,,
14161,I.P.E.A. Nº 241. FEDERICO CAMPODONICO,AVENIDA FEDERICO CAMPODONICO 198  LOS ZORROS - Ruta E Km 388,,,,1
14014,J.DE INF. GENERAL FRANCISCO ORTIZ DE OCAMPO,SALTA 232 CENTRO B° CENTRO,,1,,
14021,INSTITUTO PRIVADO TORREON DE LOS RIOS,AVENIDA PADRE LUCCHESE 4701  COUNTRY CHACRAS DE LA VILLA - VILLA ALLENDE,1,1,,
14014,J.DE INF. ARTURO CAPDEVILA,AV. ARTURO CAPDEVILA 709 AMPLIACION RESIDENCIAL AMERICA B° AMPLIACION RESIDENCIAL AMERICA,,1,,
14098,J.DE INF. DEL NIÑO JESUS,VELEZ SARSFIELD 542 RADOSTA BERROTARAN,,1,,
14014,J.DE INF. BRIG. MAYOR JUAN I. SAN MARTIN,ORSTEIN 8948 MERCANTIL B° MERCANTIL,,1,,
